year,title,inn,ok1,ok2,ok3,region,of,of_lag,ta_fix,ta_fix_lag,ta_nonfix,ta_nonfix_lag,ta,ta_lag,tp_cap,tp_cap_lag,debt_long,debt_long_lag,tp_long,tp_long_lag,debt_short,debt_short_lag,tp_short,tp_short_lag,tp,tp_lag,sales,sales_lag,profit_operational,profit_operational_lag,exp_interest,exp_interest_lag,profit_before_tax,profit_before_tax_lag,cash_oper_inflow,cash_oper_inflow_sales,paid_to_supplier,paid_to_worker,cash_interest,cash_investment_of
2014,Сыр Стародубский,3227005513,15,51,4,32.0,511.3,510.6,524.9,529.1,1188.9,930.9,1713.8,1459.9,898.7,741.2,207.4,208.4,207.4,208.4,235.0,272.0,607.6,510.3,1713.8,1459.9,5018.3,3687.5,272.1,160.6,54.6,47.1,232.7,115.2,4700.7,4686.6,3907.5,198.9,54.6,129.0
2014,"ТД ""БИРЮСА""",2463253041,51,43,1,24.0,1.4,0.0,1.4,0.0,208.4,0.0,209.8,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.3,0.0,209.8,0.0,2661.0,0.0,23.2,0.0,0.0,0.0,2.1,0.0,2576.8,2563.4,2479.6,3.2,0.0,0.0
2014,ЗАПАД,2372008476,51,21,1,23.0,0.0,0.0,0.0,0.0,66.0,0.0,66.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0.0,65.7,0.0,66.0,0.0,1134.6,0.0,0.4,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,ТОПЛИВНАЯ КОМПАНИЯ,2308208809,51,51,2,23.0,0.0,0.0,0.0,0.0,1181.6,0.0,1181.6,0.0,3.6,0.0,0.0,0.0,0.0,0.0,631.4,0.0,1178.0,0.0,1181.6,0.0,17434.5,0.0,4.5,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,АР ГРАНД КМ,5258113696,51,34,0,52.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.2,0.0,1354.6,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,ПРОДМАРКЕТ ПЛЮС,3665095008,51,32,0,36.0,0.0,0.0,0.0,0.0,91.0,1.5,91.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,11.8,0.1,89.4,1.4,91.0,1.5,1084.8,8.1,3.6,0.0,1.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,ОРБИТА,3661060928,51,21,0,36.0,0.0,0.0,0.0,0.0,210.9,0.0,210.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,210.9,0.0,210.9,0.0,1455.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,КВАРТАЛ,3662192236,45,21,1,36.0,0.0,0.0,0.0,0.0,82.3,15.0,82.3,15.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.1,15.0,82.3,15.0,1067.0,173.3,0.3,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,ИНТЕКО,3662192250,45,21,4,36.0,0.0,0.0,0.0,0.0,41.7,2.1,41.7,2.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,41.4,2.0,41.7,2.1,1060.4,297.4,0.3,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,СЫРНЫЙ ДОМ - ВОРОНЕЖ,3665095150,51,33,1,36.0,1.7,0.0,1.7,0.0,381.0,17.2,382.8,17.2,15.5,0.7,0.0,0.0,0.0,0.0,0.0,0.0,367.3,16.5,382.8,17.2,1699.2,67.4,20.2,1.0,0.0,0.0,18.5,0.8,1656.0,1656.0,1615.6,3.8,0.0,0.0
2014,ТЕЗИС,3664129864,51,32,0,36.0,0.0,0.0,0.0,0.0,297.5,0.0,297.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297.5,0.0,297.5,0.0,1290.1,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014,ГЕРМЕС,2308207562,51,51,2,23.0,0.0,0.0,0.0,0.0,3091.5,0.0,3091.5,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3091.1,0.0,3091.5,0.0,4803.1,0.0,0.6,0.0,0.0,0.0,0.5,0.0,5822.7,5554.7,4049.7,0.0,0.0,0.0
2014,ЮЖНАЯ НЕФТЕПЕРЕРАБАТЫВАЮЩАЯ КОМПАНИЯ,2308207844,51,51,2,23.0,0.1,0.0,47.9,0.0,8275.1,0.0,8323.0,0.0,103.3,0.0,0.0,0.0,86.8,0.0,4600.5,0.0,8132.8,0.0,8323.0,0.0,37600.4,0.0,429.2,0.0,398.8,0.0,142.4,0.0,49173.6,44019.2,51922.2,3.9,537.0,0.0
