year;org;title;region;ok1;ok2;ok3;okpo;okopf;okfs;okved;inn;unit;report_type;11103;11104;11203;11204;11303;11304;11403;11404;11503;11504;11603;11604;11703;11704;11803;11804;11903;11904;11003;11004;12103;12104;12203;12204;12303;12304;12403;12404;12503;12504;12603;12604;12003;12004;16003;16004;13103;13104;13203;13204;13403;13404;13503;13504;13603;13604;13703;13704;13003;13004;14103;14104;14203;14204;14303;14304;14503;14504;14003;14004;15103;15104;15203;15204;15303;15304;15403;15404;15503;15504;15003;15004;17003;17004;21103;21104;21203;21204;21003;21004;22103;22104;22203;22204;22003;22004;23103;23104;23203;23204;23303;23304;23403;23404;23503;23504;23003;23004;24103;24104;24213;24214;24303;24304;24503;24504;24603;24604;24003;24004;25103;25104;25203;25204;25003;25004;32003;32004;32005;32006;32007;32008;33103;33104;33105;33106;33107;33108;33117;33118;33125;33127;33128;33135;33137;33138;33143;33144;33145;33148;33153;33154;33155;33157;33163;33164;33165;33166;33167;33168;33203;33204;33205;33206;33207;33208;33217;33218;33225;33227;33228;33235;33237;33238;33243;33244;33245;33247;33248;33253;33254;33255;33257;33258;33263;33264;33265;33266;33267;33268;33277;33278;33305;33306;33307;33406;33407;33003;33004;33005;33006;33007;33008;36003;36004;41103;41113;41123;41133;41193;41203;41213;41223;41233;41243;41293;41003;42103;42113;42123;42133;42143;42193;42203;42213;42223;42233;42243;42293;42003;43103;43113;43123;43133;43143;43193;43203;43213;43223;43233;43293;43003;44003;44903;61003;62103;62153;62203;62303;62403;62503;62003;63103;63113;63123;63133;63203;63213;63223;63233;63243;63253;63263;63303;63503;63003;64003
2013;Открытое акционерное общество;Спецнефтематериалы;34;14;21;;00136722;47;16;14.21;3441009323;384;2;265;8;0;0;0;0;0;0;21662;21688;0;0;0;10;1329;1410;7386;6286;30642;29402;92560;116122;698;418;5100;10970;0;0;4112;1850;0;0;102470;129360;133112;158762;2105;42;0;0;0;0;36679;36906;607;607;64173;62212;103564;99767;3749;0;6383;7221;0;0;0;0;10132;7221;7355;4162;12061;47612;0;0;0;0;0;0;19416;51774;133112;158762;196327;242599;123146;166867;73181;75732;11605;15573;34019;40220;27557;19939;0;0;0;0;1494;703;4260;8187;7462;8182;22861;19241;5851;5131;522;243;-838;-858;-82;181;3;1;17763;15148;0;0;0;0;17763;15148;42;0;36906;607;62212;99767;2063;0;0;0;17927;19990;17763;17763;0;0;0;0;164;164;2063;0;0;2063;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16193;16193;0;0;0;0;0;0;16172;16172;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;21;-227;0;227;0;0;2105;0;36679;607;64173;103564;103564;99767;238338;234241;853;0;3244;236661;155070;40370;610;2710;37901;1677;3;0;0;3;0;0;150;0;0;150;0;0;-147;15021;15000;21;0;0;0;14289;0;140;14149;0;732;2262;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;Общество с ограниченной ответственностью;Светлоградская бумажная фабрика;26;21;22;;00136780;12165;16;21.22;2617010732;384;2;0;0;0;0;0;0;0;0;456;527;0;0;0;0;0;0;4335;4301;4791;4828;4189;4707;0;0;1414;1042;0;0;148;19;0;0;5751;5768;10542;10596;10;10;0;0;0;0;0;0;0;0;-855;-683;-845;-673;0;0;0;0;0;0;0;0;0;0;10641;10311;746;958;0;0;0;0;0;0;11387;11269;10542;10596;7917;5462;7841;5854;76;-392;0;0;232;254;-156;-646;0;0;0;0;0;0;194;845;35;197;3;2;0;0;0;0;0;0;0;0;175;55;-172;-53;0;0;0;0;-172;-53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;Муниципальное унитарное предприятие районного агропромышленного объединения;Климовское;32;1;21;;00137561;15243;14;01.21;3216004966;384;2;0;0;0;0;0;0;0;0;44338;45697;0;0;0;4012;0;0;0;0;44338;49709;17170;19673;0;0;2667;1953;0;0;5;7;0;0;19842;21633;64180;71342;111240;111240;0;0;0;0;0;0;0;0;-51210;-50102;60030;61138;0;0;0;0;0;0;0;0;0;0;0;0;729;5944;3421;4260;0;0;0;0;4150;10204;64180;71342;7809;6720;13817;8013;-6008;-1293;0;0;0;0;-6008;-1293;0;0;0;0;0;0;6579;853;1679;6513;-1108;-6953;0;0;0;0;0;0;0;0;0;0;-1108;-6953;0;0;0;0;-1108;-6953;111240;0;0;0;-50102;61138;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1108;1108;1108;1108;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;111240;0;0;0;-51210;60030;63451;64517;4790;4028;0;0;762;4792;2274;2092;0;0;426;-2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;Открытое акционерное общество;Черноморские магистральные нефтепроводы;23;60;30;11;00139011;12247;16;60.30.11;2315072242;384;2;77451;54398;6867;36205;0;0;0;0;85841919;74029103;205152;216969;1071306;1157239;162290;240123;1394720;1349072;88759705;77083109;1130970;1214683;163588;41479;3703264;11289693;649542;175302;41719;38764;6433;72491;5695516;12832412;94455221;89915521;263;263;0;0;27490289;25202658;0;0;40;40;58225704;54744525;85716296;79947486;749642;0;1756888;1399239;0;0;8032;8275;2514562;1407514;122866;0;3602327;6078683;1140522;1284584;1358574;1195845;74;1409;6224363;8560521;94455221;89915521;23463732;37822078;16527232;15042456;6936500;22779622;127;257;2296853;1853921;4639520;20925444;4118;5129;28497;29071;0;0;1937957;981004;2040648;1779069;4569444;20161579;913061;4324062;435240;456581;357786;266948;-59887;1196687;8971;547005;3229739;16220251;2539071;2407577;0;0;5768810;18627828;263;0;25202658;40;54744525;79947486;0;0;2539071;0;3229739;5768810;3229739;3229739;2539071;0;2539071;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-251440;0;251440;0;0;263;0;27490289;40;58225704;85716296;86856818;81232070;29677174;27367624;1720058;0;589492;17106173;7264924;4524514;0;913061;4403674;12571001;1577820;87054;100265;1337256;36948;16297;15003975;13053263;40000;1854405;7717;48590;-13426155;1166670;1166670;0;0;0;0;308567;0;0;308567;0;858103;2949;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО;ДАЛЬНЕВОСТОЧНАЯ ЭКСПЕРТИЗА;25;74;30;4;00141634;67;16;74.30.4;2536006978;384;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;136;39;0;0;107;98;0;0;243;138;243;138;0;0;0;0;0;0;0;0;0;0;0;0;138;58;0;0;0;0;0;0;0;0;0;0;0;0;105;80;0;0;0;0;0;0;105;80;243;138;1832;1934;1716;1915;116;19;0;0;0;0;116;19;0;0;0;0;0;0;0;0;19;53;97;-34;0;0;0;0;0;0;0;0;0;0;97;-34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;Общество с ограниченной ответственностью;РИОНИ;23;55;30;;00141841;12165;16;55.30;2320102904;384;1;0;0;0;0;0;0;0;0;120;122;0;0;0;0;0;0;0;0;120;122;0;0;0;0;692;617;0;0;0;0;0;0;692;617;812;739;0;0;0;0;0;0;0;0;0;0;0;0;812;691;0;48;0;0;0;0;0;0;0;48;0;0;0;0;0;0;0;0;0;0;0;0;812;739;3127;2991;1680;2384;1447;607;0;0;0;0;1447;607;0;0;0;0;0;0;0;0;795;0;652;607;0;76;0;0;0;0;0;0;0;0;652;531;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;Общество с ограниченной ответственностью;Энерготехмаш;34;51;53;24;00142042;12165;16;51.53.24;3441023134;384;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;0;0;0;0;0;0;0;0;0;0;10;10;10;10;0;0;0;0;0;0;0;0;0;0;0;0;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;Сельскохозяйственный производственный кооператив;Малоягурский;26;1;11;1;00142415;14100;16;01.11.1;2622004212;384;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2726;2699;217;217;665;665;0;0;0;23;0;0;3608;3604;3608;3604;20;20;0;0;0;0;0;0;0;0;3588;3584;3608;3604;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3608;3604;328;344;316;395;12;-51;0;0;0;0;12;-51;0;0;0;0;0;0;0;0;7;23;5;-74;1;0;0;0;0;0;0;0;0;0;4;-74;0;0;0;0;4;-74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2013;Закрытое акционерное общество;Торгово-закупочная база Центральная;23;52;11;2;00144868;12165;16;52.11.2;2370003313;384;2;0;0;0;0;0;0;0;0;5332;5260;0;0;0;0;0;0;0;0;5332;5260;45284;39230;0;92;3675;5882;0;0;6760;1771;123;157;55842;47132;61174;52392;10;10;0;0;0;0;680;680;0;0;38190;34149;38880;34839;0;0;0;0;0;0;0;0;0;0;10;1164;22284;16389;0;0;0;0;0;0;22294;17553;61174;52392;177461;150492;131932;113340;45529;37152;34050;19389;0;0;11479;17763;0;0;0;0;0;0;123;120;739;449;10863;17434;564;428;0;0;0;0;0;0;0;0;10299;17006;0;0;0;0;10299;17006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
